Ticket_ID,Call_Date,Call_Time,Resolution_Date,Agent_Name,Department,Issue_Type,Priority,Status,Channel,Region,Handle_Time_Minutes,Wait_Time_Seconds,First_Call_Resolution,SLA_Met,Satisfaction_Score,OS_Type,Shift,Escalated,Reopen_Count,Cost_Per_Ticket_USD,Agent_Experience_Yrs
TKT-0146,06/12/2024,06:30:24,2024/12/07,henry moore,Admin,Network Issue,HIGH,In progress,Self-Service Portal,,84.0,659,NO,N,1.0,Linux,Night,,0.0,22.45,3.0
TKT-0824,02/09/2024,09:06:13,2024/09/02,Alice Johnson,Marketing,Email Problem,medium,escalated,phone,East,54.0,1511,,Y,4.0,Linux,Night,,0.0,106.89,0.0
TKT-0235,09-Sep-2024,04:48:32 PM,2024/09/11,henry moore,Operations,network issue,Medium,In progress,Phone,South,31.0,1113,Yes,yes,99.0,WINDOWS 11,Night Shift,yes,0.0,109.82,7.0
,12-09-2024,14:39,10-Dec-2024,Frank Miller,Sales,Hardware Failure,Mediun,Closed,Email,North,89.0,3579,,No,,WINDOWS 11,AFTERNOON,No,0.0,,2.0
TKT-0215,31-Jan-2024,01:21 AM,2024/02/01,Bob Smith,Legal,Password Reset,HIGH,escalated,self-service portal,South,122.0,1461,,N,-1.0,WINDOWS 11,Night,yes,0.0,195.81,8.0
TKT-0689,09/09/2024,01:01 PM,2024/09/11,alice johnson,Marketing,Hardware Failure,High,In progress,EMAIL,North,108.0,3557,No,,4.0,windows 10,Morning,yes,3.0,194.46,1.0
TKT-0133,09-24-2024,03:33:00 AM,09-26-2024,david brown ,Marketing,SOFTWARE INSTALLATION,Medium,In Progress,EMAIL,,169.0,851,NO,,,Windows 10 ,Night,no,0.0,133.56,0.0
TKT-0802,2024-08-09,02:31:13,10/08/2024,Grace Wilson,,Network Issue,Low,closed,chat,,106.0,3538,No,Yes,,windows 10,Night,,0.0,195.72,3.0
TKT-0458,2024/03/16,01:56,2024/03/17,,Operations,network issue,High,Resolved,phone,West,133.0,2483,no,yes,4.0,windows 10,AFTERNOON,Yes,-1.0,120.24,5.0
TKT-0685,2024/11/02,02:09:08 AM,2024/11/04,James Anderson,Admin,Software Installation,CRITICAL,OPEN,Chat,South,4.0,130,Yes,Yes,5.0,Windows 11,Night,Yes,,167.4,7.0
TKT-0423,01-06-2024,09:16:13,01-06-2024,Carol White,,SOFTWARE INSTALLATION,CRITICAL,In Progress,chat,West,77.0,113,Yes,N,,WINDOWS 11,AFTERNOON,yes,0.0,145.5,9.0
TKT-0186,2024-07-05,09:13,06/07/2024,,Legal,Network Issue,High,escalated,Chat,South,87.0,2536,,,99.0,macOS,Morning,no,1.0,,10.0
TKT-0042,01-22-2024,14:58:51,01-23-2024,Bob Smith,Finance,Email problem,Medium,resolved,Email,East,84.0,2488,no,Y,3.0,linux,Night Shift,Yes,,146.13,
TKT-0639,2024-03-05,00:41:57,03-06-2024,david brown ,Operations,network issue,medium,Escalated,Self-Service Portal,North,138.0,2939,yes,Yes,99.0,Windows 10 ,morning,yes,-1.0,160.72,4.0
TKT-0109,18-Jun-2024,11:16 AM,19/06/2024,Irene  Taylor,Finance,Hardware Failure,CRITICAL,Escalated,Walk In,West,120.0,3496,Yes,no,,Windows 11,Night Shift,yes,0.0,16.31,8.0
TKT-0617,2024/10/24,04:19 PM,25-Oct-2024,Grace Wilson,,network issue,CRITICAL,In Progress,Walk In,North,,3331,Yes,,5.0,WINDOWS 11,AFTERNOON,yes,3.0,178.06,1.0
TKT-0057,12-10-2024,03:26:37 AM,11/12/2024,Irene Taylor,Legal,System Crash,High,closed,chat,Central,178.0,2587,Yes,,10.0,macOS,AFTERNOON,,-1.0,148.49,1.0
TKT-0450,2024-11-30,01:04:38 PM,2024/12/01,Bob Smith,Admin,vpn access,Medium,resolved,phone,East,-5.0,3373,YES,Y,99.0,Linux,Night,,3.0,14.93,9.0
TKT-0774,2024-02-16,03:44:08 PM,2024-02-18,Emily Davis,Sales,Account Locked,low,escalated,phone,,110.0,1504,,,0.0,Windows 10 ,AFTERNOON,no,0.0,119.9,9.0
TKT-0590,2024/06/10,07:57:47,10/06/2024,Bob Smith,IT,Hardware Failure,Low,Escalated,self-service portal,,46.0,1148,NO,yes,,linux,Night,No,2.0,,6.0
TKT-0896,2024/10/14,12:30 PM,2024-10-15,Irene Taylor,Legal,Network Issue,CRITICAL,Resolve,chat,South,174.0,903,Yes,,5.0,Linux,Night Shift,Yes,,28.71,7.0
TKT-0436,2024/02/29,03:10 AM,29/02/2024,,Finance,network issue,High,escalated,phone,North,156.0,2315,,no,99.0,linux,Morning,No,0.0,134.6,8.0
TKT-0025,22-Oct-2024,01:48:48,10-22-2024,Frank Miller,Finance,network issue,CRITICAL,Open,chat,West,122.0,2135,NO,no,5.0,windows 10,morning,,0.0,110.81,7.0
,2024/01/20,16:27,21-Jan-2024,Frank Miller,HR,Hardware failure,Mediun,In Progress,Walk In,South,75.0,729,yes,No,0.0,windows 10,Night,,,122.98,7.0
TKT-0495,11-Apr-2024,06:29 AM,04-11-2024,Grace Wilson,IT,SOFTWARE INSTALLATION,low,Open,chat,West,35.0,1296,yes,,3.0,linux,Morning,no,3.0,42.13,8.0
TKT-0827,06/01/2024,14:28:34,2024/01/06,david brown ,Sales,SOFTWARE INSTALLATION,Mediun,escalated,Self-Service Portal,East,173.0,2927,Yes,Yes,-1.0,windows 10,Night,No,0.0,138.47,10.0
TKT-0982,2024/07/08,12:10,2024/07/10,Frank Miller,Sales,Hardware Failure,medium,In progress,Chat,Central,127.0,3374,NO,yes,10.0,Linux,Morning,no,0.0,26.06,99.0
TKT-0929,2024/05/24,15:43:16,05-26-2024,James Anderson,IT,VPN Access,Mediun,Escalated,chat,Central,73.0,1840,yes,no,1.0,Windows 11,morning,No,,188.83,7.0
TKT-0966,04/11/2024,14:39,,Grace Wilson,Legal,Hardware Failure,medium,Resolved,Walk-in,West,175.0,2763,YES,,4.0,macOS,Morning,,,154.65,7.0
TKT-0339,17/09/2024,02:09 AM,,Carol  White,Operations,password reset,CRITICAL,In Progress,Walk In,West,153.0,2439,yes,N,,Windows 10 ,Morning,,2.0,125.02,2.0
TKT-0052,02/09/2024,16:26,2024/09/04,EMILY DAVIS,Sales,Email problem,Hign,resolved,Chat,North,149.0,312,No,yes,2.0,linux,Night Shift,yes,1.0,112.41,3.0
TKT-0384,02-21-2024,11:23,21/02/2024,Carol White,Legal,Hardware failure,CRITICAL,Resolved,Self-Service Portal,South,113.0,3482,NO,yes,4.0,windows 10,Morning,No,0.0,163.01,3.0
TKT-0540,2024/08/13,15:32:18,,Irene Taylor,Marketing,Data Recovery,HIGH,Resolve,phone,South,19.0,3461,no,,3.0,Windows 10 ,Night,,0.0,94.02,9.0
TKT-0992,21-May-2024,18:56,2024/05/21,BOB SMITH,Finance,Network Issue,Low,Closed,Chat,North,30.0,2143,NO,yes,,Windows 11,Morning,no,3.0,185.51,0.0
TKT-0661,07-20-2024,10:58:55,20/07/2024,Carol  White,Legal,Printer Issue,Medium,In progress,chat,West,16.0,492,No,No,99.0,Windows 10 ,AFTERNOON,Yes,1.0,,6.0
TKT-0964,2024/08/16,00:17,2024-08-17,,Admin,Printer Issue,Hign,Closed,phone,West,61.0,3129,No,N,2.0,WINDOWS 11,Night Shift,,,179.26,
TKT-0265,2024/08/15,07:38:31 AM,17-Aug-2024,frank miller,Finance,Network Issue,low,Closed,self-service portal,West,158.0,3262,Yes,yes,,Linux,Night Shift,,1.0,38.23,
TKT-0955,2024-02-04,20:28:13,2024-02-05,alice johnson,Admin,VPN Access,Critical,resolved,Email,Central,80.0,1898,YES,N,5.0,WINDOWS 11,Night Shift,Yes,0.0,126.48,
TKT-0742,09-03-2024,03:54,03-Sep-2024,Irene  Taylor,Finance,Account Locked,High,In Progress,Self-Service Portal,Central,128.0,485,No,No,2.0,MacOS,Night Shift,No,,104.46,8.0
TKT-0713,2024/10/20,08:43,2024-10-21,Bob Smith,Admin,Email Problem,low,Resolved,Chat,South,151.0,3403,NO,,0.0,Windows 10 ,Night,yes,0.0,,2.0
TKT-0445,07-May-2024,10:18 PM,2024/05/08,Henry Moore,,Hardware Failure,CRITICAL,Resolved,EMAIL,Central,99.0,2469,,Yes,-1.0,windows 10,Night,,1.0,195.94,6.0
TKT-0396,30-May-2024,07:36:05 PM,2024/05/31,henry moore,Operations,Email Problem,HIGH,Resolved,chat,West,59.0,1822,,,4.0,Linux,Night Shift,No,,178.28,7.0
TKT-0542,01/05/2024,18:50:06,,Alice Johnson,,Hardware failure,Low,closed,Walk-in,West,30.0,2656,NO,Y,99.0,macOS,AFTERNOON,no,,13.84,1.0
,2024/02/08,21:34:18,09-Feb-2024,Irene  Taylor,Admin,password reset,High,In Progress,EMAIL,,69.0,2437,,N,3.0,Windows 10 ,AFTERNOON,,0.0,19.66,99.0
TKT-0019,02-25-2024,06:01:59 PM,26-Feb-2024,Carol White,IT,System Crash,Medium,Closed,self-service portal,,149.0,2784,no,no,4.0,Windows 11,AFTERNOON,,2.0,184.33,-2.0
TKT-0747,08-Apr-2024,11:38 AM,2024/04/09,,IT,Data Recovery,CRITICAL,closed,Email,North,10.0,15,yes,Yes,1.0,Linux,Night,no,2.0,141.54,
,08-16-2024,06:31:42 PM,18-Aug-2024,Irene  Taylor,,System Crash,Hign,escalated,Email,West,,1043,Yes,,5.0,Windows 10 ,AFTERNOON,No,0.0,120.11,
TKT-0595,2024-12-15,02:31 PM,15/12/2024,Frank Miller,HR,password reset,low,Escalated,Self-Service Portal,,103.0,1759,NO,N,4.0,macOS,morning,yes,0.0,60.74,2.0
TKT-0480,10/11/2024,05:29:39 PM,11/11/2024,Frank Miller,,Email Problem,Medium,Resolved,Self-Service Portal,South,6.0,3173,YES,,0.0,Windows 10,Morning,no,1.0,17.51,5.0
TKT-0368,2024-07-25,03:48:29 PM,07-26-2024,James Anderson,Operations,Password Reset,Hign,resolved,chat,South,117.0,652,,No,,macOS,Night Shift,,-1.0,190.61,1.0
TKT-0084,03-07-2024,18:54,08/03/2024,EMILY DAVIS,HR,Password Reset,Medium,In Progress,chat,West,176.0,3132,Yes,Yes,2.0,MacOS,Morning,yes,1.0,22.78,2.0
TKT-0062,30/04/2024,02:48 PM,01-May-2024,Irene Taylor,IT,SOFTWARE INSTALLATION,Critical,Resolved,Email,West,79.0,2395,NO,Y,1.0,MacOS,Night,,3.0,112.1,8.0
TKT-0484,2024/06/14,07:02:56,16-Jun-2024,Grace Wilson ,Finance,vpn access,medium,OPEN,Email,Central,10.0,2972,,Yes,-1.0,MacOS,AFTERNOON,No,0.0,78.57,8.0
TKT-0273,24-Sep-2024,11:38:34 AM,09-26-2024,Henry Moore,Legal,Software Installation,Critical,In Progress,Self-Service Portal,,55.0,2827,Yes,,1.0,Linux,Afternoon,No,1.0,,0.0
TKT-0286,19-Nov-2024,19:23,2024/11/19,JAMES ANDERSON,,Account Locked,medium,Resolved,Phone,South,,1091,NO,No,,windows 10,Afternoon,no,1.0,44.76,
TKT-0361,08-10-2024,02:21 AM,10-Aug-2024,frank miller,Admin,Software Installation,HIGH,OPEN,Chat,North,110.0,627,yes,yes,10.0,macOS,morning,no,,15.63,7.0
TKT-0355,2024-12-07,09:03:04 PM,2024-12-08,Frank Miller,IT,Email problem,High,Closed,self-service portal,,130.0,614,,yes,2.0,Linux,Night Shift,Yes,0.0,127.19,1.0
TKT-0612,2024/09/27,20:03,2024/09/28,James Anderson,Admin,Data Recovery,CRITICAL,Escalated,phone,South,155.0,389,yes,no,99.0,Linux,Night,yes,2.0,122.59,1.0
TKT-0279,05-Apr-2024,12:22 PM,05-Apr-2024,Grace Wilson ,HR,Email Problem,low,Open,chat,East,112.0,2025,No,Yes,0.0,Windows 10,Afternoon,No,0.0,12.85,7.0
TKT-0013,01-20-2024,03:38:27,01-21-2024,Carol  White,,Printer Issue,HIGH,Resolved,EMAIL,East,82.0,1797,YES,Y,2.0,Windows 10,AFTERNOON,no,3.0,62.65,3.0
,07-Sep-2024,20:01,2024/09/07,Frank Miller,,Software Installation,HIGH,Open,chat,South,64.0,2882,NO,,1.0,macOS,AFTERNOON,yes,1.0,120.65,6.0
,2024-11-03,20:24,05/11/2024,,Operations,VPN Access,CRITICAL,Escalated,phone,West,51.0,3492,No,no,,macOS,Night,Yes,0.0,137.99,7.0
TKT-0528,12/10/2024,07:21:46,14/10/2024,Carol  White,,VPN Access,HIGH,Resolve,Phone,East,92.0,448,,no,-1.0,WINDOWS 11,Night Shift,Yes,,196.34,6.0
TKT-0644,2024-09-15,12:03:03 PM,2024/09/16,JAMES ANDERSON,Legal,Email problem,Hign,closed,self-service portal,North,43.0,265,NO,No,2.0,Windows 10,Morning,Yes,,35.34,6.0
TKT-0224,22/06/2024,07:54 PM,2024-06-24,,Marketing,SOFTWARE INSTALLATION,CRITICAL,In Progress,self-service portal,East,35.0,1211,NO,N,,Linux,Night,yes,0.0,172.6,9.0
TKT-0600,26/02/2024,11:35 PM,2024-02-26,Alice Johnson,Marketing,VPN Access,High,Resolved,Phone,Central,58.0,3594,no,,,windows 10,Afternoon,No,,125.11,
,2024/01/26,06:02 AM,2024-01-26,James Anderson,Legal,Email problem,Medium,In progress,chat,North,28.0,1661,YES,yes,,linux,Night,Yes,3.0,80.91,-2.0
TKT-0707,2024/11/11,09:35:59 AM,,Frank Miller,,Email problem,low,In Progress,Chat,Central,60.0,1040,Yes,Yes,2.0,Linux,AFTERNOON,,0.0,30.11,8.0
TKT-0571,2024/12/14,12:01:34 AM,14-Dec-2024,Emily Davis,HR,Network Issue,Medium,resolved,Walk In,North,128.0,2184,,yes,3.0,MacOS,Morning,no,1.0,36.9,
TKT-0487,10/01/2024,01:12:55 AM,10-Jan-2024,JAMES ANDERSON,Admin,Hardware Failure,High,OPEN,Chat,West,135.0,842,yes,no,,MacOS,Morning,,0.0,196.86,99.0
TKT-0466,2024-06-19,08:47:03 AM,19/06/2024,frank miller,IT,Software Installation,CRITICAL,resolved,EMAIL,,19.0,396,,Yes,2.0,linux,Morning,,1.0,6.03,9.0
TKT-0933,2024-10-03,01:57 AM,2024/10/05,JAMES ANDERSON,,password reset,Hign,OPEN,EMAIL,West,21.0,1316,,yes,,Linux,Night,no,0.0,66.64,10.0
TKT-0637,16-Aug-2024,19:59:49,,Grace Wilson ,Finance,SOFTWARE INSTALLATION,Hign,Open,chat,South,2.0,621,no,No,1.0,Windows 10 ,Night Shift,,0.0,114.2,3.0
TKT-0177,01-May-2024,21:28:46,01-May-2024,Bob Smith,Legal,Data Recovery,Medium,Resolved,Chat,,55.0,2376,NO,,,MacOS,morning,yes,0.0,,9.0
TKT-0696,2024/03/01,05:03:51 AM,,Alice Johnson,Admin,Data Recovery,medium,In Progress,Walk-in,East,165.0,128,No,yes,3.0,MacOS,Night,no,2.0,55.27,5.0
TKT-0656,09/02/2024,01:27:34,09-Feb-2024,Grace Wilson,IT,Hardware Failure,low,Escalated,chat,Central,20.0,1855,no,,1.0,Windows 10,Night,yes,-1.0,52.12,9.0
TKT-0614,02-Apr-2024,03:28 AM,03-Apr-2024,,Finance,System Crash,CRITICAL,escalated,Phone,East,106.0,1348,,N,4.0,Windows 11,AFTERNOON,No,1.0,31.63,10.0
TKT-0457,12-09-2024,05:46:37 PM,2024/12/10,Frank Miller,IT,Hardware failure,Critical,resolved,Email,North,55.0,1948,NO,Yes,,Windows 10,Morning,No,2.0,99.94,6.0
TKT-0545,04/10/2024,10:06:25 AM,2024/10/05,Alice Johnson,Finance,SOFTWARE INSTALLATION,Hign,Escalated,EMAIL,West,160.0,1932,Yes,Y,10.0,WINDOWS 11,AFTERNOON,,-1.0,19.17,1.0
TKT-0394,05-07-2024,08:28:50,2024-05-07,Frank Miller,Legal,Printer Issue,Hign,escalated,phone,East,85.0,1886,NO,N,5.0,WINDOWS 11,Night,,-1.0,152.53,4.0
TKT-0164,02-04-2024,13:53,2024/02/04,alice johnson,Marketing,network issue,Hign,Escalated,Walk-in,South,76.0,1938,No,Yes,5.0,Windows 10,Morning,,-1.0,128.21,8.0
TKT-0249,09-Oct-2024,14:46,2024-10-11,david brown ,HR,network issue,Critical,In progress,chat,South,89.0,3253,,yes,4.0,linux,Morning,No,3.0,160.83,10.0
TKT-0663,2024-06-30,12:20 AM,07-01-2024,Irene  Taylor,Marketing,Network Issue,HIGH,Escalated,Phone,,55.0,2958,,No,2.0,linux,morning,,0.0,148.51,1.0
TKT-0921,28/01/2024,01:05:09 PM,,James Anderson,,Email Problem,low,escalated,Phone,West,130.0,2494,no,No,10.0,macOS,AFTERNOON,Yes,3.0,144.86,9.0
TKT-0998,07-21-2024,15:42:27,22/07/2024,alice johnson,Sales,Email problem,low,OPEN,self-service portal,North,154.0,1622,,,5.0,Windows 10 ,AFTERNOON,yes,1.0,38.08,
TKT-0376,2024/01/04,10:57 AM,06/01/2024,James Anderson,Legal,Network Issue,CRITICAL,resolved,Walk In,South,128.0,678,No,Yes,,macOS,Afternoon,No,0.0,105.71,8.0
TKT-0413,02-05-2024,05:08 AM,,alice johnson,Operations,Account Locked,Medium,resolved,self-service portal,,175.0,1622,No,Yes,10.0,MacOS,Morning,yes,2.0,89.43,1.0
TKT-0075,19-Jun-2024,19:24,2024/06/20,Emily Davis,Operations,Account Locked,medium,closed,Walk-in,Central,114.0,1381,no,,-1.0,MacOS,Night,,0.0,112.27,0.0
TKT-0917,03-Nov-2024,01:16:43 AM,,Carol  White,Finance,Hardware failure,Low,OPEN,self-service portal,East,11.0,129,YES,No,,Windows 10,Afternoon,Yes,0.0,,4.0
TKT-0114,17-May-2024,23:05,18/05/2024,,Admin,Hardware failure,CRITICAL,OPEN,Chat,West,48.0,476,no,no,99.0,Windows 11,Afternoon,Yes,,17.35,
TKT-0501,2024/02/09,19:04:46,11/02/2024,henry moore,Operations,Email Problem,Mediun,closed,EMAIL,East,128.0,2510,YES,no,,linux,morning,Yes,2.0,134.4,99.0
TKT-0586,05-22-2024,06:27:54 PM,2024/05/23,Henry Moore,Legal,Software Installation,High,In Progress,phone,North,99.0,272,No,N,-1.0,Windows 11,Afternoon,,1.0,55.91,6.0
TKT-0115,09-Jun-2024,12:45:55 AM,2024-06-11,Grace Wilson ,Admin,Network Issue,low,Resolve,Walk-in,East,-5.0,2974,YES,No,,MacOS,Night,No,3.0,14.82,4.0
TKT-0418,28-Oct-2024,11:44:43 AM,28-Oct-2024,EMILY DAVIS,Admin,SOFTWARE INSTALLATION,CRITICAL,resolved,chat,South,147.0,1084,,,,Windows 10 ,morning,No,,9.77,3.0
TKT-0090,01-19-2024,17:51:58,2024-01-21,Irene Taylor,Marketing,Hardware Failure,Mediun,resolved,Email,South,59.0,1328,No,,,linux,Night Shift,yes,2.0,52.3,6.0
TKT-0959,2024-07-26,15:36:37,26/07/2024,Alice Johnson,Admin,Email Problem,Hign,OPEN,phone,North,159.0,1685,,no,,Linux,AFTERNOON,,0.0,163.09,8.0
TKT-0902,2024-08-26,07:58,26-Aug-2024,Grace Wilson ,Sales,Printer Issue,Medium,In Progress,chat,,30.0,171,no,,0.0,Linux,Night Shift,Yes,,36.23,10.0
TKT-0634,2024/01/02,16:33:36,2024/01/05,Alice Johnson,Marketing,Password Reset,Mediun,Open,EMAIL,East,25.0,506,yes,Yes,,macOS,Afternoon,,0.0,173.99,9.0
TKT-0678,29/08/2024,04:55:59 PM,2024-08-29,Henry Moore,Admin,Network Issue,medium,Resolve,Walk In,North,100.0,2606,no,N,5.0,Windows 10,Morning,,0.0,63.18,8.0
TKT-0012,2024/07/29,09:55:47 PM,2024/07/30,Carol  White,Marketing,Software Installation,CRITICAL,Escalated,Walk-in,North,,662,,N,2.0,MacOS,Night,Yes,2.0,192.69,5.0
TKT-0397,05-13-2024,10:50 PM,2024/05/14,,HR,SOFTWARE INSTALLATION,Medium,In Progress,phone,West,112.0,1526,yes,No,,Linux,AFTERNOON,,-1.0,90.06,3.0
TKT-0558,08/09/2024,02:24 PM,09-08-2024,BOB SMITH,Marketing,Password Reset,Medium,In progress,Walk-in,North,87.0,1353,Yes,No,3.0,WINDOWS 11,Night,Yes,0.0,11.23,1.0
TKT-0043,04/11/2024,04:21 AM,04-Nov-2024,Emily Davis,Operations,Hardware Failure,HIGH,escalated,EMAIL,South,91.0,1280,NO,N,,windows 10,Afternoon,No,0.0,,99.0
TKT-0168,08/03/2024,06:46,03-10-2024,,Admin,Account Locked,High,Resolve,self-service portal,,101.0,2933,,Y,2.0,Windows 11,Night,Yes,2.0,58.36,1.0
TKT-0417,06-Apr-2024,05:54,2024-04-07,James Anderson,Legal,network issue,Hign,Resolve,Self-Service Portal,North,,1626,NO,,-1.0,Linux,morning,no,0.0,136.53,6.0
TKT-0788,19-Nov-2024,13:02:51,19/11/2024,,Finance,Account Locked,medium,resolved,phone,,151.0,960,yes,Yes,2.0,Linux,Night Shift,yes,-1.0,87.52,0.0
TKT-0427,24-Feb-2024,23:59,25-Feb-2024,Grace Wilson,IT,Account Locked,medium,In progress,Phone,West,,3121,,N,5.0,Linux,AFTERNOON,no,2.0,135.07,4.0
TKT-0918,2024/10/26,06:16 AM,10-26-2024,David Brown,Operations,Hardware failure,Low,Open,Walk In,North,119.0,1797,YES,,3.0,Linux,Night Shift,no,0.0,184.33,1.0
TKT-0977,30/10/2024,11:04:27,10-31-2024,David Brown,,network issue,High,Resolve,Email,West,127.0,2769,Yes,No,2.0,linux,Morning,,0.0,,-2.0
TKT-0715,2024-11-27,07:10,2024/11/29,Carol  White,Finance,Data Recovery,Low,In progress,EMAIL,West,9.0,3028,NO,yes,0.0,MacOS,Night,,0.0,33.6,7.0
TKT-0732,10/06/2024,02:16:20,2024/06/13,david brown ,HR,System Crash,Critical,escalated,Chat,North,38.0,88,Yes,,,macOS,Afternoon,Yes,1.0,64.82,4.0
,04/05/2024,06:34:03,05-May-2024,Carol  White,Sales,password reset,Low,In progress,Phone,South,177.0,2861,NO,No,-1.0,Windows 11,morning,No,1.0,123.14,5.0
TKT-0336,01-17-2024,09:46 PM,2024-01-19,Grace Wilson ,Operations,network issue,Hign,Open,Walk In,West,168.0,331,Yes,No,-1.0,Windows 10,AFTERNOON,no,3.0,,9.0
TKT-0016,2024-08-18,08:48 AM,19-Aug-2024,,HR,Hardware Failure,HIGH,Escalated,Self-Service Portal,Central,135.0,1994,NO,No,5.0,windows 10,Night,no,-1.0,,6.0
TKT-0658,2024-01-31,04:53:27 AM,02-02-2024,EMILY DAVIS,Legal,VPN Access,Hign,Resolve,Self-Service Portal,North,117.0,1628,,yes,3.0,windows 10,Afternoon,No,0.0,134.7,2.0
,2024/04/28,11:50 PM,28-Apr-2024,Carol White,Admin,Software Installation,Mediun,Closed,Email,,46.0,2992,no,,,Windows 10,Night Shift,yes,1.0,36.61,99.0
TKT-0790,2024/11/11,06:34 PM,11-11-2024,Henry Moore,HR,Network Issue,Low,Escalated,Self-Service Portal,,175.0,2893,NO,no,,Linux,AFTERNOON,No,0.0,51.32,4.0
TKT-0223,2024-10-10,09:02 AM,12/10/2024,,Admin,System Crash,High,escalated,Phone,East,126.0,2112,YES,N,-1.0,WINDOWS 11,AFTERNOON,no,1.0,119.59,
TKT-0180,2024-02-05,03:59:12 PM,02-07-2024,,Legal,network issue,Critical,closed,Email,Central,47.0,2653,no,,10.0,MacOS,Night Shift,Yes,-1.0,83.76,0.0
,2024/06/12,08:06,06-13-2024,henry moore,Operations,Hardware Failure,medium,closed,self-service portal,North,45.0,1547,No,N,2.0,MacOS,Night Shift,Yes,,168.77,3.0
TKT-0522,05-09-2024,03:01:13 PM,2024-05-09,JAMES ANDERSON,Sales,Hardware failure,Low,In progress,Self-Service Portal,East,,99999,yes,No,4.0,WINDOWS 11,morning,,0.0,160.05,1.0
TKT-0023,2024-11-12,07:49 AM,11-14-2024,david brown ,Admin,Account Locked,Mediun,closed,Phone,North,117.0,1823,yes,,,Windows 11,Afternoon,No,2.0,126.89,
TKT-0357,01-19-2024,18:24,2024/01/21,James Anderson,HR,Printer Issue,medium,escalated,Walk In,East,147.0,872,NO,no,,Windows 10 ,Morning,Yes,3.0,6.54,7.0
,11-18-2024,06:08:02 PM,19/11/2024,James Anderson,IT,password reset,Critical,escalated,Email,Central,75.0,3070,YES,Y,5.0,Windows 11,AFTERNOON,yes,0.0,125.22,1.0
TKT-0897,2024-02-02,08:40 PM,02-03-2024,David Brown,IT,network issue,Mediun,Escalated,EMAIL,Central,9.0,647,No,no,5.0,linux,Afternoon,No,,182.74,3.0
TKT-0341,2024-12-27,03:28,2024/12/29,Irene Taylor,HR,Network Issue,medium,Open,Walk-in,,128.0,1087,Yes,,10.0,Windows 11,Night,Yes,1.0,78.36,4.0
TKT-0432,06-20-2024,03:07 PM,06-21-2024,Henry Moore,Operations,SOFTWARE INSTALLATION,low,Open,Walk-in,Central,,1627,YES,N,,MacOS,Afternoon,Yes,1.0,,1.0
TKT-0577,19-Nov-2024,05:11,20/11/2024,alice johnson,HR,Printer Issue,medium,Resolve,Phone,West,105.0,244,no,No,-1.0,WINDOWS 11,Afternoon,yes,1.0,190.21,-2.0
TKT-0868,01-May-2024,22:04,05-02-2024,Henry Moore,Legal,network issue,CRITICAL,In progress,Chat,,169.0,2365,,no,99.0,Windows 10 ,Night,yes,1.0,173.98,
,2024-10-04,10:51:55 AM,2024/10/06,David Brown,Admin,Hardware failure,CRITICAL,resolved,EMAIL,West,141.0,82,,Yes,,MacOS,morning,,0.0,81.32,8.0
TKT-0737,2024/02/12,03:25:57,14/02/2024,Alice Johnson,Legal,System Crash,High,In progress,Walk-in,,169.0,815,,no,2.0,MacOS,Afternoon,yes,1.0,195.95,5.0
TKT-0094,2024-04-11,12:23:43 PM,11/04/2024,Alice Johnson,Marketing,Hardware Failure,Critical,Resolve,chat,South,,2410,yes,,2.0,macOS,Morning,No,2.0,177.27,1.0
TKT-0584,29/05/2024,11:14 PM,,Carol  White,Marketing,System Crash,Mediun,Escalated,Self-Service Portal,Central,20.0,3252,yes,Y,2.0,Windows 10 ,AFTERNOON,no,0.0,98.02,4.0
TKT-0069,2024/10/26,18:46:26,2024-10-27,Irene  Taylor,HR,System Crash,CRITICAL,escalated,phone,North,41.0,813,yes,No,,Windows 10 ,morning,no,0.0,50.13,0.0
TKT-0651,19/01/2024,11:04:28 AM,2024-01-19,EMILY DAVIS,Sales,Network Issue,medium,OPEN,Self-Service Portal,Central,8.0,1896,No,Yes,10.0,MacOS,AFTERNOON,yes,-1.0,79.75,3.0
TKT-0285,10-14-2024,12:25 PM,2024-10-15,Grace Wilson,Operations,Password Reset,Hign,In progress,Walk In,South,54.0,763,Yes,,-1.0,linux,Night,,0.0,,6.0
,2024/09/02,12:26:35 PM,02-Sep-2024,david brown ,Finance,Software Installation,Medium,Resolve,Walk In,East,147.0,2584,,,5.0,Windows 10,Night,yes,2.0,176.75,6.0
TKT-0435,01/10/2024,08:46:03 PM,,,IT,Email problem,HIGH,In Progress,Phone,South,-5.0,491,NO,Y,99.0,Windows 10 ,AFTERNOON,yes,-1.0,91.71,0.0
,2024/09/13,13:49:44,13/09/2024,Carol  White,Marketing,Printer Issue,Hign,closed,Walk In,Central,36.0,1979,,No,99.0,Linux,Afternoon,no,0.0,185.22,4.0
TKT-0076,2024-08-24,22:13,2024/08/25,frank miller,Finance,Email Problem,HIGH,Escalated,Self-Service Portal,North,179.0,293,,,,macOS,Night Shift,No,3.0,124.47,10.0
TKT-0762,17/10/2024,14:54:56,10-17-2024,Bob Smith,Marketing,Email problem,High,Escalated,Walk-in,North,97.0,486,,Y,5.0,linux,Afternoon,no,-1.0,147.32,1.0
